0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,0,0
0,0,Gm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gm,0,0
0,0,Gm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gm,0,0
0,0,Gm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gm,0,0
0,0,Gm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gm,0,0
0,0,Gm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gm,0,0
0,0,Gm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gm,0,0
0,0,Gm,0,0,Gm,Gm,Gm,Gm,Gm,Gm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gm,Gm,Gm,Gm,Gm,Gm,0,0,Gm,0,0
0,0,Gm,0,0,0,0,0,0,0,Gm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gm,0,0,0,0,0,0,0,Gm,0,0
0,0,Gm,0,0,0,0,0,0,0,Gm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gm,0,0,0,0,0,0,0,Gm,0,0
0,0,Gm,0,0,0,0,0,0,0,Gm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gm,0,0,0,0,0,0,0,Gm,0,0
0,0,Gm,0,0,0,0,0,0,0,Gm,Gm,Gm,Gm,0,0,0,0,0,0,0,0,0,0,0,0,Gm,Gm,Gm,Gm,0,0,0,0,0,0,0,Gm,0,0
0,0,Gm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gm,0,0
0,0,Gm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gm,0,0
0,0,Gm,0,0,0,0,0,0,0,0,0,0,0,0,Gl,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gr,0,0,0,0,0,0,0,0,0,0,0,Gm,0,0
0,0,Gm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gm,0,0
0,0,Gm,0,0,0,0,0,0,0,Gl,Gm,Gm,Gm,Gr,0,0,0,0,0,0,0,0,0,0,0,Gl,Gm,Gm,Gm,Gr,0,0,0,0,0,0,Gm,0,0
0,0,Gm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gm,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,Gm,Gm,Gm,0,Gm,0,Gm,0,Gm,0,0,Gm,Gm,Gm,Gm,Gm,Gm,0,0,Gm,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,,0,0,0,Gm,0,0,0,Gm,0,Gm,0,Gm,0,0,0,Gm,0,Gm,0,0,0,Gm,0,Gm,0,Gm,0,Gm,0,Gm,Gm,0,0,0,0
0,0,0,0,Gm,0,Gm,0,Gm,Gm,Gm,0,0,Gm,0,Gm,0,0,0,0,Gm,0,Gm,Gm,Gm,0,Gm,Gm,Gm,0,Gm,0,Gm,Gm,0,0,0,0,0,0
0,0,0,0,Gm,Gm,Gm,0,Gm,0,0,0,0,Gm,0,Gm,0,0,0,0,Gm,0,Gm,0,0,0,Gm,0,Gm,0,Gm,Gm,Gm,0,Gm,Gm,0,0,0,0
0,0,0,0,Gm,0,Gm,0,Gm,Gm,Gm,0,0,Gm,0,Gm,0,0,0,Gl,Gm,0,Gm,Gm,Gm,0,Gm,0,Gm,0,Gm,0,Gm,0,0,Gm,0,0,0,0
0,P1,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,Gm,P2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
